脱敏车牌编号,号牌种类,号牌颜色,采集设备,车辆类型,车速(km/h),经过时间
2,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 6:53
3,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 6:53
1,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 6:53
4,小型汽车,蓝色,高速K164+750M方向1,小型轿车,74,2024/3/6 6:53
5,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,76,2024/3/6 6:54
6,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 6:55
7,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 6:55
0,无法识别,其它颜色,高速K164+750M方向1,其它,63,2024/3/6 6:55
8,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 6:56
9,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 6:56
11,大型汽车,黄色,高速K164+750M方向2,重型普通货车,53,2024/3/6 6:56
10,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 6:56
12,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,73,2024/3/6 6:56
13,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 6:58
0,无法识别,其它颜色,高速K164+750M方向1,其它,67,2024/3/6 6:58
14,小型汽车,蓝色,高速K164+750M方向2,小型轿车,77,2024/3/6 6:58
15,小型汽车,蓝色,高速K164+750M方向1,小型轿车,87,2024/3/6 6:58
16,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 7:01
17,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 7:02
19,大型汽车,黄色,高速K164+750M方向2,重型普通货车,44,2024/3/6 7:02
18,小型汽车,蓝色,高速K164+750M方向1,小型轿车,78,2024/3/6 7:02
20,小型汽车,蓝色,高速K164+750M方向2,小型轿车,64,2024/3/6 7:03
21,小型汽车,蓝色,高速K164+750M方向1,小型轿车,94,2024/3/6 7:03
22,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 7:04
24,大型汽车,黄色,高速K164+750M方向2,重型普通货车,66,2024/3/6 7:05
23,小型汽车,蓝色,高速K164+750M方向2,小型轿车,70,2024/3/6 7:05
25,小型汽车,蓝色,高速K164+750M方向1,小型轿车,78,2024/3/6 7:05
26,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 7:06
27,小型汽车,蓝色,高速K164+750M方向1,小型轿车,63,2024/3/6 7:06
28,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 7:07
29,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 7:08
30,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,73,2024/3/6 7:09
31,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 7:10
32,警用汽车,白色,高速K164+750M方向1,小型轿车,74,2024/3/6 7:11
33,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 7:12
34,大型汽车,黄色,高速K164+750M方向2,重型普通货车,35,2024/3/6 7:13
35,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 7:14
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,79,2024/3/6 7:14
36,小型汽车,蓝色,高速K164+750M方向2,小型轿车,91,2024/3/6 7:14
37,大型汽车,黄色,高速K164+750M方向2,重型普通货车,64,2024/3/6 7:15
38,小型汽车,蓝色,高速K164+750M方向2,小型轿车,77,2024/3/6 7:15
39,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 7:16
40,大型汽车,黄色,高速K164+750M方向2,重型普通货车,48,2024/3/6 7:18
41,小型汽车,蓝色,高速K164+750M方向2,小型轿车,66,2024/3/6 7:18
43,大型汽车,黄色,高速K164+750M方向1,重型普通货车,59,2024/3/6 7:20
44,大型汽车,黄色,高速K164+750M方向2,重型普通货车,48,2024/3/6 7:20
0,无法识别,其它颜色,高速K164+750M方向2,其它,60,2024/3/6 7:20
42,小型汽车,蓝色,高速K164+750M方向1,小型轿车,75,2024/3/6 7:20
45,警用汽车,白色,高速K164+750M方向2,重型普通货车,49,2024/3/6 7:21
0,无法识别,其它颜色,高速K164+750M方向2,其它,42,2024/3/6 7:21
0,无法识别,其它颜色,高速K164+750M方向2,其它,31,2024/3/6 7:21
46,小型汽车,蓝色,高速K164+750M方向2,小型轿车,69,2024/3/6 7:22
47,小型汽车,蓝色,高速K164+750M方向2,小型轿车,73,2024/3/6 7:22
48,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,75,2024/3/6 7:22
49,大型汽车,黄色,高速K164+750M方向2,重型普通货车,70,2024/3/6 7:23
50,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 7:23
51,大型汽车,黄色,高速K164+750M方向2,重型普通货车,50,2024/3/6 7:23
52,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 7:23
0,无法识别,其它颜色,高速K164+750M方向1,其它,51,2024/3/6 7:23
53,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,54,2024/3/6 7:24
54,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 7:25
55,小型汽车,蓝色,高速K164+750M方向2,小型轿车,73,2024/3/6 7:25
56,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 7:27
0,无法识别,其它颜色,高速K164+750M方向1,其它,61,2024/3/6 7:27
57,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 7:28
0,无法识别,其它颜色,高速K164+750M方向1,其它,66,2024/3/6 7:28
58,小型汽车,蓝色,高速K164+750M方向1,小型轿车,66,2024/3/6 7:28
59,大型汽车,黄色,高速K164+750M方向2,重型普通货车,65,2024/3/6 7:30
60,大型汽车,黄色,高速K164+750M方向2,重型普通货车,66,2024/3/6 7:30
61,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 7:30
0,无法识别,其它颜色,高速K164+750M方向1,其它,67,2024/3/6 7:30
62,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 7:31
63,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 7:32
64,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 7:32
65,大型汽车,黄色,高速K164+750M方向2,大型普通客车,52,2024/3/6 7:32
66,大型汽车,黄色,高速K164+750M方向2,重型普通货车,70,2024/3/6 7:32
67,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 7:33
69,大型汽车,黄色,高速K164+750M方向2,重型普通货车,51,2024/3/6 7:33
68,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,94,2024/3/6 7:33
71,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 7:34
72,大型汽车,黄色,高速K164+750M方向1,重型普通货车,59,2024/3/6 7:34
70,小型汽车,蓝色,高速K164+750M方向1,小型轿车,74,2024/3/6 7:34
73,大型汽车,黄色,高速K164+750M方向2,大型普通客车,54,2024/3/6 7:35
0,无法识别,其它颜色,高速K164+750M方向2,重型普通货车,79,2024/3/6 7:35
75,大型汽车,黄色,高速K164+750M方向2,重型普通货车,69,2024/3/6 7:36
74,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 7:36
76,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 7:37
77,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,61,2024/3/6 7:37
78,大型汽车,黄色,高速K164+750M方向2,重型普通货车,54,2024/3/6 7:38
79,大型汽车,黄色,高速K164+750M方向2,重型普通货车,47,2024/3/6 7:38
81,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 7:38
0,无法识别,其它颜色,高速K164+750M方向2,其它,71,2024/3/6 7:38
0,无法识别,其它颜色,高速K164+750M方向1,其它,60,2024/3/6 7:38
80,小型汽车,蓝色,高速K164+750M方向1,小型轿车,70,2024/3/6 7:38
82,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 7:39
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,97,2024/3/6 7:39
83,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,76,2024/3/6 7:39
84,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 7:40
0,无法识别,其它颜色,高速K164+750M方向1,其它,55,2024/3/6 7:40
85,小型汽车,蓝色,高速K164+750M方向1,小型轿车,79,2024/3/6 7:40
86,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 7:41
88,大型汽车,黄色,高速K164+750M方向2,重型普通货车,49,2024/3/6 7:41
89,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 7:41
87,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 7:41
90,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 7:42
93,大型汽车,黄色,高速K164+750M方向2,重型普通货车,72,2024/3/6 7:43
94,大型汽车,黄色,高速K164+750M方向2,重型普通货车,72,2024/3/6 7:43
91,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 7:43
92,小型汽车,蓝色,高速K164+750M方向1,小型轿车,76,2024/3/6 7:43
95,大型汽车,黄色,高速K164+750M方向2,重型普通货车,63,2024/3/6 7:45
0,无法识别,其它颜色,高速K164+750M方向2,其它,64,2024/3/6 7:45
96,小型汽车,蓝色,高速K164+750M方向2,小型轿车,48,2024/3/6 7:45
97,大型汽车,黄色,高速K164+750M方向2,重型普通货车,49,2024/3/6 7:46
98,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 7:46
0,无法识别,其它颜色,高速K164+750M方向1,其它,51,2024/3/6 7:46
99,小型汽车,蓝色,高速K164+750M方向1,小型轿车,79,2024/3/6 7:46
100,小型汽车,蓝色,高速K164+750M方向1,小型轿车,78,2024/3/6 7:47
101,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 7:48
102,大型汽车,黄色,高速K164+750M方向2,中型普通客车,55,2024/3/6 7:49
103,大型汽车,黄色,高速K164+750M方向2,重型普通货车,73,2024/3/6 7:49
0,无法识别,其它颜色,高速K164+750M方向2,重型普通货车,73,2024/3/6 7:49
0,无法识别,其它颜色,高速K164+750M方向1,其它,73,2024/3/6 7:49
105,大型汽车,黄色,高速K164+750M方向2,重型普通货车,65,2024/3/6 7:50
104,小型新能源汽车,绿色,高速K164+750M方向2,小型轿车,52,2024/3/6 7:50
106,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 7:51
107,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 7:52
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,77,2024/3/6 7:52
0,无法识别,其它颜色,高速K164+750M方向2,重型普通货车,41,2024/3/6 7:52
108,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 7:52
109,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 7:52
111,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 7:53
110,小型汽车,蓝色,高速K164+750M方向2,小型轿车,69,2024/3/6 7:53
112,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 7:54
114,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 7:54
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,88,2024/3/6 7:54
0,无法识别,其它颜色,高速K164+750M方向1,其它,83,2024/3/6 7:54
113,小型汽车,蓝色,高速K164+750M方向2,小型轿车,72,2024/3/6 7:54
115,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,59,2024/3/6 7:54
116,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 7:55
118,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 7:55
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,79,2024/3/6 7:55
0,无法识别,其它颜色,高速K164+750M方向1,其它,73,2024/3/6 7:55
117,小型汽车,蓝色,高速K164+750M方向1,轻型普通货车,73,2024/3/6 7:55
119,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 7:56
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,84,2024/3/6 7:56
120,小型汽车,蓝色,高速K164+750M方向1,小型轿车,66,2024/3/6 7:56
121,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 7:57
122,大型汽车,黄色,高速K164+750M方向2,重型普通货车,51,2024/3/6 7:57
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,83,2024/3/6 7:57
123,小型汽车,蓝色,高速K164+750M方向1,小型轿车,87,2024/3/6 7:58
125,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,59,2024/3/6 7:58
126,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 7:58
124,小型新能源汽车,绿色,高速K164+750M方向2,小型轿车,50,2024/3/6 7:58
127,小型汽车,蓝色,高速K164+750M方向2,小型轿车,64,2024/3/6 7:59
128,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 8:00
129,大型汽车,黄色,高速K164+750M方向2,重型普通货车,50,2024/3/6 8:02
132,大型汽车,黄色,高速K164+750M方向2,重型普通货车,49,2024/3/6 8:03
130,小型汽车,蓝色,高速K164+750M方向2,小型轿车,69,2024/3/6 8:03
131,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 8:03
133,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 8:04
136,大型汽车,黄色,高速K164+750M方向2,重型普通货车,65,2024/3/6 8:04
134,警用汽车,白色,高速K164+750M方向2,小型轿车,59,2024/3/6 8:04
135,小型汽车,蓝色,高速K164+750M方向2,小型轿车,68,2024/3/6 8:04
137,大型汽车,黄色,高速K164+750M方向2,重型普通货车,51,2024/3/6 8:05
138,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 8:05
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,84,2024/3/6 8:05
0,无法识别,其它颜色,高速K164+750M方向2,其它,60,2024/3/6 8:05
0,无法识别,其它颜色,高速K164+750M方向2,中型普通客车,62,2024/3/6 8:05
139,小型汽车,蓝色,高速K209+820M方向2,小型轿车,18,2024/3/6 8:06
140,小型汽车,蓝色,高速K209+820M方向2,小型轿车,68,2024/3/6 8:06
145,大型汽车,黄色,高速K209+820M方向2,重型普通货车,61,2024/3/6 8:07
146,大型汽车,黄色,高速K164+750M方向2,重型普通货车,51,2024/3/6 8:07
147,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 8:07
0,无法识别,其它颜色,高速K164+750M方向1,其它,70,2024/3/6 8:07
0,无法识别,其它颜色,高速K164+750M方向2,其它,69,2024/3/6 8:07
141,小型汽车,蓝色,高速K209+820M方向1,小型轿车,78,2024/3/6 8:07
142,小型汽车,蓝色,高速K209+820M方向2,小型轿车,64,2024/3/6 8:07
144,小型汽车,蓝色,高速K209+820M方向2,小型轿车,82,2024/3/6 8:07
143,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:07
152,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 8:08
154,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 8:08
0,无法识别,其它颜色,高速K164+750M方向2,其它,48,2024/3/6 8:08
0,无法识别,其它颜色,高速K209+820M方向2,其它,57,2024/3/6 8:08
148,小型汽车,蓝色,高速K164+750M方向2,小型轿车,68,2024/3/6 8:08
149,小型汽车,蓝色,高速K164+750M方向1,小型轿车,70,2024/3/6 8:08
150,小型汽车,蓝色,高速K209+820M方向2,小型轿车,74,2024/3/6 8:08
151,小型汽车,蓝色,高速K164+750M方向1,小型轿车,65,2024/3/6 8:08
153,小型汽车,蓝色,高速K209+820M方向2,小型轿车,37,2024/3/6 8:08
155,大型汽车,黄色,高速K209+820M方向2,重型普通货车,62,2024/3/6 8:09
163,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:09
164,大型汽车,黄色,高速K164+750M方向2,重型普通货车,48,2024/3/6 8:09
156,小型汽车,蓝色,高速K209+820M方向1,小型轿车,73,2024/3/6 8:09
157,小型汽车,蓝色,高速K209+820M方向1,小型轿车,68,2024/3/6 8:09
158,小型汽车,蓝色,高速K164+750M方向1,小型轿车,86,2024/3/6 8:09
159,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:09
160,小型汽车,蓝色,高速K164+750M方向2,小型轿车,70,2024/3/6 8:09
161,小型汽车,蓝色,高速K209+820M方向1,小型轿车,73,2024/3/6 8:09
162,小型汽车,蓝色,高速K209+820M方向1,小型轿车,72,2024/3/6 8:09
165,小型汽车,蓝色,高速K209+820M方向2,小型轿车,79,2024/3/6 8:09
168,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 8:10
169,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 8:10
167,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 8:10
170,小型汽车,蓝色,高速K209+820M方向1,小型轿车,70,2024/3/6 8:10
171,小型汽车,蓝色,高速K209+820M方向2,小型轿车,66,2024/3/6 8:10
166,小型新能源汽车,绿色,高速K209+820M方向2,小型轿车,73,2024/3/6 8:10
174,大型汽车,黄色,高速K164+750M方向2,重型普通货车,65,2024/3/6 8:11
175,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 8:11
176,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 8:11
178,大型汽车,黄色,高速K209+820M方向2,重型普通货车,59,2024/3/6 8:11
181,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:11
172,小型汽车,蓝色,高速K164+750M方向2,小型轿车,57,2024/3/6 8:11
173,小型汽车,蓝色,高速K209+820M方向2,小型轿车,61,2024/3/6 8:11
177,小型汽车,蓝色,高速K164+750M方向1,小型轿车,76,2024/3/6 8:11
179,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,53,2024/3/6 8:11
182,小型汽车,蓝色,高速K209+820M方向2,小型轿车,63,2024/3/6 8:11
180,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,69,2024/3/6 8:11
187,大型汽车,黄色,高速K209+820M方向2,重型普通货车,59,2024/3/6 8:12
0,无法识别,其它颜色,高速K164+750M方向2,大型普通客车,36,2024/3/6 8:12
183,小型汽车,蓝色,高速K209+820M方向2,小型轿车,73,2024/3/6 8:12
184,小型汽车,蓝色,高速K209+820M方向2,小型轿车,83,2024/3/6 8:12
185,小型汽车,蓝色,高速K164+750M方向1,小型轿车,82,2024/3/6 8:12
186,小型汽车,蓝色,高速K209+820M方向2,小型轿车,59,2024/3/6 8:12
188,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,71,2024/3/6 8:12
189,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 8:13
193,大型汽车,黄色,高速K209+820M方向2,大型普通客车,53,2024/3/6 8:13
194,大型汽车,黄色,高速K164+750M方向2,重型普通货车,40,2024/3/6 8:13
191,警用汽车,白色,高速K164+750M方向1,小型轿车,97,2024/3/6 8:13
190,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 8:13
192,小型汽车,蓝色,高速K209+820M方向1,小型轿车,72,2024/3/6 8:13
195,小型汽车,蓝色,高速K164+750M方向1,小型轿车,70,2024/3/6 8:13
199,大型汽车,黄色,高速K209+820M方向2,重型普通货车,63,2024/3/6 8:14
196,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 8:14
197,小型汽车,蓝色,高速K209+820M方向2,小型轿车,86,2024/3/6 8:14
198,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 8:14
200,小型汽车,蓝色,高速K209+820M方向1,轻型普通货车,75,2024/3/6 8:14
202,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 8:14
203,小型汽车,蓝色,高速K164+750M方向1,小型轿车,64,2024/3/6 8:14
204,小型汽车,蓝色,高速K209+820M方向2,小型轿车,83,2024/3/6 8:14
201,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,70,2024/3/6 8:14
205,大型汽车,黄色,高速K164+750M方向2,重型普通货车,54,2024/3/6 8:15
206,小型汽车,蓝色,高速K209+820M方向1,小型轿车,89,2024/3/6 8:15
207,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:15
208,小型汽车,蓝色,高速K209+820M方向2,小型轿车,57,2024/3/6 8:15
209,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 8:15
210,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 8:16
211,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 8:16
212,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 8:16
0,无法识别,其它颜色,高速K164+750M方向2,其它,54,2024/3/6 8:16
213,小型汽车,蓝色,高速K209+820M方向2,小型轿车,54,2024/3/6 8:16
214,小型汽车,蓝色,高速K164+750M方向2,小型轿车,70,2024/3/6 8:16
215,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:17
216,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:17
218,大型汽车,黄色,高速K164+750M方向2,重型普通货车,50,2024/3/6 8:17
0,无法识别,其它颜色,高速K164+750M方向2,其它,53,2024/3/6 8:17
217,小型汽车,蓝色,高速K209+820M方向2,小型轿车,57,2024/3/6 8:17
221,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 8:18
219,小型汽车,蓝色,高速K209+820M方向2,小型轿车,60,2024/3/6 8:18
220,小型汽车,蓝色,高速K209+820M方向1,小型轿车,83,2024/3/6 8:18
222,小型汽车,蓝色,高速K209+820M方向1,小型轿车,82,2024/3/6 8:18
223,大型汽车,黄色,高速K164+750M方向2,重型普通货车,73,2024/3/6 8:19
224,大型汽车,黄色,高速K209+820M方向2,重型普通货车,48,2024/3/6 8:19
229,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 8:19
232,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 8:19
233,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 8:19
225,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:19
226,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:19
227,小型汽车,蓝色,高速K209+820M方向1,小型轿车,77,2024/3/6 8:19
228,小型汽车,蓝色,高速K164+750M方向2,小型轿车,87,2024/3/6 8:19
230,小型汽车,蓝色,高速K164+750M方向1,小型轿车,74,2024/3/6 8:19
231,小型汽车,蓝色,高速K209+820M方向1,小型轿车,90,2024/3/6 8:19
236,大型汽车,黄色,高速K164+750M方向2,重型普通货车,48,2024/3/6 8:20
237,大型汽车,黄色,高速K164+750M方向2,重型普通货车,43,2024/3/6 8:20
241,大型汽车,黄色,高速K164+750M方向2,重型普通货车,49,2024/3/6 8:20
234,小型汽车,蓝色,高速K209+820M方向2,小型轿车,58,2024/3/6 8:20
235,小型汽车,蓝色,高速K209+820M方向1,小型轿车,74,2024/3/6 8:20
238,小型汽车,蓝色,高速K209+820M方向2,小型轿车,80,2024/3/6 8:20
239,小型汽车,蓝色,高速K209+820M方向1,小型轿车,84,2024/3/6 8:20
240,小型汽车,蓝色,高速K209+820M方向2,小型轿车,62,2024/3/6 8:20
242,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 8:21
243,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:21
249,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 8:21
0,无法识别,其它颜色,高速K164+750M方向2,其它,55,2024/3/6 8:21
244,小型汽车,蓝色,高速K209+820M方向2,小型轿车,69,2024/3/6 8:21
245,小型汽车,蓝色,高速K164+750M方向1,小型轿车,72,2024/3/6 8:21
