脱敏车牌编号,号牌种类,号牌颜色,采集设备,车辆类型,车速(km/h),经过时间
462,小型汽车,蓝色,高速K101+400M方向,小型轿车,111,2024/3/6 9:24
1198,小型汽车,蓝色,高速K132+50M方向1,小型轿车,83,2024/3/6 9:24
1199,小型汽车,蓝色,高速K101+400M方向,小型轿车,95,2024/3/6 9:24
1200,小型汽车,蓝色,高速K101+400M方向,小型轿车,93,2024/3/6 9:24
892,小型汽车,蓝色,高速K101+400M方向,小型轿车,94,2024/3/6 9:24
884,小型汽车,蓝色,高速K101+400M方向,小型轿车,108,2024/3/6 9:24
1202,小型汽车,蓝色,高速K101+400M方向,小型轿车,89,2024/3/6 9:24
685,小型汽车,蓝色,高速K164+750M方向1,小型轿车,78,2024/3/6 9:24
711,小型汽车,蓝色,高速K164+750M方向1,小型轿车,82,2024/3/6 9:24
1204,小型汽车,蓝色,高速K209+820M方向2,小型轿车,80,2024/3/6 9:24
834,小型汽车,蓝色,高速K101+400M方向,小型轿车,46,2024/3/6 9:24
912,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 9:24
913,小型汽车,蓝色,高速K101+400M方向,小型轿车,94,2024/3/6 9:24
139,小型汽车,蓝色,高速K101+400M方向,小型轿车,70,2024/3/6 9:24
1197,小型新能源汽车,绿色,高速K132+50M方向1,小型轿车,74,2024/3/6 9:24
692,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,71,2024/3/6 9:24
367,小型新能源汽车,绿色,高速K164+750M方向2,小型轿车,59,2024/3/6 9:24
1205,大型汽车,黄色,高速K132+50M方向2,重型普通货车,64,2024/3/6 9:25
752,大型汽车,黄色,高速K132+50M方向2,重型普通货车,42,2024/3/6 9:25
427,大型汽车,黄色,高速K132+50M方向1,中型普通客车,48,2024/3/6 9:25
1213,大型汽车,黄色,高速K132+50M方向2,重型普通货车,34,2024/3/6 9:25
1214,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 9:25
1216,大型汽车,黄色,高速K132+50M方向2,重型普通货车,48,2024/3/6 9:25
0,无法识别,其它颜色,高速K132+50M方向2,其它,63,2024/3/6 9:25
0,无法识别,其它颜色,高速K132+50M方向2,其它,61,2024/3/6 9:25
0,无法识别,其它颜色,高速K209+820M方向2,其它,71,2024/3/6 9:25
0,无法识别,其它颜色,高速K209+820M方向2,其它,57,2024/3/6 9:25
0,无法识别,其它颜色,高速K132+50M方向2,其它,46,2024/3/6 9:25
1206,小型汽车,蓝色,高速K132+50M方向1,小型轿车,67,2024/3/6 9:25
359,小型汽车,蓝色,高速K132+50M方向1,小型轿车,63,2024/3/6 9:25
855,小型汽车,蓝色,高速K101+400M方向,小型轿车,82,2024/3/6 9:25
1207,小型汽车,蓝色,高速K132+50M方向1,小型轿车,54,2024/3/6 9:25
1208,小型汽车,蓝色,高速K132+50M方向1,小型轿车,56,2024/3/6 9:25
1209,小型汽车,蓝色,高速K132+50M方向1,轻型普通货车,77,2024/3/6 9:25
1210,小型汽车,蓝色,高速K101+400M方向,小型轿车,104,2024/3/6 9:25
1211,小型汽车,蓝色,高速K209+820M方向2,小型轿车,71,2024/3/6 9:25
1212,小型汽车,蓝色,高速K209+820M方向1,小型轿车,82,2024/3/6 9:25
207,小型汽车,蓝色,高速K101+400M方向,小型轿车,95,2024/3/6 9:25
1215,小型汽车,蓝色,高速K132+50M方向1,小型轿车,69,2024/3/6 9:25
689,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 9:25
822,小型汽车,蓝色,高速K101+400M方向,微型普通货车,79,2024/3/6 9:25
698,小型汽车,蓝色,高速K164+750M方向1,小型轿车,76,2024/3/6 9:25
928,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,107,2024/3/6 9:25
803,大型汽车,黄色,高速K101+400M方向,重型普通货车,60,2024/3/6 9:26
1225,大型汽车,黄色,高速K209+820M方向2,重型普通货车,52,2024/3/6 9:26
338,大型汽车,黄色,高速K101+400M方向,重型普通货车,80,2024/3/6 9:26
360,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 9:26
1233,大型汽车,黄色,高速K132+50M方向2,重型普通货车,59,2024/3/6 9:26
1234,大型汽车,黄色,高速K132+50M方向2,重型普通货车,35,2024/3/6 9:26
288,大型汽车,黄色,高速K101+400M方向,重型普通货车,85,2024/3/6 9:26
1224,警用汽车,白色,高速K164+750M方向2,小型轿车,60,2024/3/6 9:26
1235,警用汽车,白色,高速K132+50M方向1,小型轿车,78,2024/3/6 9:26
0,无法识别,其它颜色,高速K132+50M方向2,其它,38,2024/3/6 9:26
0,无法识别,其它颜色,高速K132+50M方向2,其它,56,2024/3/6 9:26
0,无法识别,其它颜色,高速K132+50M方向1,其它,56,2024/3/6 9:26
0,无法识别,其它颜色,高速K132+50M方向2,其它,37,2024/3/6 9:26
1217,小型汽车,蓝色,高速K209+820M方向1,小型轿车,82,2024/3/6 9:26
691,小型汽车,蓝色,高速K101+400M方向,小型轿车,130,2024/3/6 9:26
1218,小型汽车,蓝色,高速K164+750M方向1,小型轿车,75,2024/3/6 9:26
1219,小型汽车,蓝色,高速K209+820M方向1,小型轿车,76,2024/3/6 9:26
1220,小型汽车,蓝色,高速K101+400M方向,微型普通货车,69,2024/3/6 9:26
919,小型汽车,蓝色,高速K101+400M方向,微型普通货车,92,2024/3/6 9:26
1221,小型汽车,蓝色,高速K101+400M方向,小型轿车,97,2024/3/6 9:26
1222,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 9:26
1223,小型汽车,蓝色,高速K209+820M方向1,小型轿车,82,2024/3/6 9:26
915,小型汽车,蓝色,高速K101+400M方向,小型轿车,106,2024/3/6 9:26
292,小型汽车,蓝色,高速K132+50M方向1,小型轿车,59,2024/3/6 9:26
308,小型汽车,蓝色,高速K101+400M方向,微型普通货车,71,2024/3/6 9:26
1226,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 9:26
1227,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 9:26
1228,小型汽车,蓝色,高速K209+820M方向1,小型轿车,73,2024/3/6 9:26
1229,小型汽车,蓝色,高速K209+820M方向2,小型轿车,53,2024/3/6 9:26
1230,小型汽车,蓝色,高速K132+50M方向1,小型轿车,81,2024/3/6 9:26
1231,小型汽车,蓝色,高速K164+750M方向1,小型轿车,72,2024/3/6 9:26
1232,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,84,2024/3/6 9:26
173,小型汽车,蓝色,高速K101+400M方向,小型轿车,78,2024/3/6 9:26
1236,小型新能源汽车,绿色,高速K209+820M方向2,小型轿车,30,2024/3/6 9:26
747,小型新能源汽车,绿色,高速K164+750M方向2,小型轿车,81,2024/3/6 9:26
1237,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 9:27
389,大型汽车,黄色,高速K101+400M方向,大型普通客车,86,2024/3/6 9:27
1238,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 9:27
280,大型汽车,黄色,高速K101+400M方向,重型普通货车,66,2024/3/6 9:27
1243,大型汽车,黄色,高速K209+820M方向2,重型普通货车,53,2024/3/6 9:27
494,大型汽车,黄色,高速K164+750M方向2,重型普通货车,67,2024/3/6 9:27
1247,教练汽车,黄色,高速K132+50M方向1,小型轿车,59,2024/3/6 9:27
1239,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 9:27
1240,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 9:27
1241,小型汽车,蓝色,高速K132+50M方向1,小型轿车,78,2024/3/6 9:27
1242,小型汽车,蓝色,高速K209+820M方向1,小型轿车,61,2024/3/6 9:27
618,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 9:27
244,小型汽车,蓝色,高速K101+400M方向,小型轿车,108,2024/3/6 9:27
373,小型汽车,蓝色,高速K132+50M方向1,小型轿车,80,2024/3/6 9:27
906,小型汽车,蓝色,高速K101+400M方向,小型轿车,96,2024/3/6 9:27
220,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 9:27
1244,小型汽车,蓝色,高速K132+50M方向1,小型轿车,92,2024/3/6 9:27
1245,小型汽车,蓝色,高速K101+400M方向,小型轿车,110,2024/3/6 9:27
936,小型汽车,蓝色,高速K101+400M方向,小型轿车,91,2024/3/6 9:27
1246,小型汽车,蓝色,高速K132+50M方向1,小型轿车,60,2024/3/6 9:27
333,小型汽车,蓝色,高速K132+50M方向1,小型轿车,72,2024/3/6 9:27
944,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,104,2024/3/6 9:27
969,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,116,2024/3/6 9:27
330,大型汽车,黄色,高速K132+50M方向2,重型普通货车,33,2024/3/6 9:28
275,大型汽车,黄色,高速K164+750M方向2,重型普通货车,54,2024/3/6 9:28
1248,大型汽车,黄色,高速K209+820M方向2,重型普通货车,55,2024/3/6 9:28
1250,大型汽车,黄色,高速K132+50M方向2,大型普通客车,66,2024/3/6 9:28
154,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 9:28
1252,大型汽车,黄色,高速K132+50M方向2,重型普通货车,56,2024/3/6 9:28
614,大型汽车,黄色,高速K164+750M方向2,重型普通货车,66,2024/3/6 9:28
1255,大型汽车,黄色,高速K132+50M方向2,中型普通客车,42,2024/3/6 9:28
0,无法识别,其它颜色,高速K164+750M方向1,其它,55,2024/3/6 9:28
0,无法识别,其它颜色,高速K132+50M方向2,其它,63,2024/3/6 9:28
0,无法识别,其它颜色,高速K164+750M方向2,其它,77,2024/3/6 9:28
0,无法识别,其它颜色,高速K132+50M方向2,其它,54,2024/3/6 9:28
1249,小型汽车,蓝色,高速K209+820M方向1,小型轿车,66,2024/3/6 9:28
743,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 9:28
1253,小型汽车,蓝色,高速K209+820M方向2,小型轿车,69,2024/3/6 9:28
1254,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,67,2024/3/6 9:28
1251,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,71,2024/3/6 9:28
669,大型汽车,黄色,高速K164+750M方向2,重型普通货车,73,2024/3/6 9:29
1259,大型汽车,黄色,高速K164+750M方向2,重型普通货车,45,2024/3/6 9:29
1261,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 9:29
0,无法识别,其它颜色,高速K132+50M方向2,小型轿车,76,2024/3/6 9:29
1256,小型汽车,蓝色,高速K209+820M方向2,小型轿车,29,2024/3/6 9:29
1257,小型汽车,蓝色,高速K132+50M方向2,小型轿车,73,2024/3/6 9:29
463,小型汽车,蓝色,高速K132+50M方向1,小型轿车,70,2024/3/6 9:29
1258,小型汽车,蓝色,高速K209+820M方向2,小型轿车,76,2024/3/6 9:29
1260,小型汽车,蓝色,高速K164+750M方向1,小型轿车,88,2024/3/6 9:29
486,小型汽车,蓝色,高速K164+750M方向2,小型轿车,61,2024/3/6 9:29
795,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 9:29
342,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 9:30
1262,大型汽车,黄色,高速K209+820M方向2,重型普通货车,63,2024/3/6 9:30
481,大型汽车,黄色,高速K164+750M方向2,重型普通货车,63,2024/3/6 9:30
1266,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 9:30
1267,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 9:30
1268,大型汽车,黄色,高速K164+750M方向2,重型普通货车,48,2024/3/6 9:30
1273,大型汽车,黄色,高速K209+820M方向2,重型普通货车,57,2024/3/6 9:30
1263,小型汽车,蓝色,高速K132+50M方向1,小型轿车,75,2024/3/6 9:30
1264,小型汽车,蓝色,高速K132+50M方向2,轻型普通货车,59,2024/3/6 9:30
297,小型汽车,蓝色,高速K132+50M方向2,轻型普通货车,59,2024/3/6 9:30
1265,小型汽车,蓝色,高速K132+50M方向1,小型轿车,69,2024/3/6 9:30
1269,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 9:30
1270,小型汽车,蓝色,高速K209+820M方向2,小型轿车,56,2024/3/6 9:30
1271,小型汽车,蓝色,高速K209+820M方向2,小型轿车,40,2024/3/6 9:30
779,小型汽车,蓝色,高速K164+750M方向1,小型轿车,73,2024/3/6 9:30
1272,小型汽车,蓝色,高速K164+750M方向2,小型轿车,81,2024/3/6 9:30
336,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 9:31
221,大型汽车,黄色,高速K132+50M方向2,重型普通货车,45,2024/3/6 9:31
627,大型汽车,黄色,高速K164+750M方向1,中型普通客车,56,2024/3/6 9:31
1275,大型汽车,黄色,高速K164+750M方向2,大型普通客车,64,2024/3/6 9:31
1277,大型汽车,黄色,高速K132+50M方向2,重型普通货车,36,2024/3/6 9:31
1278,大型汽车,黄色,高速K132+50M方向2,重型普通货车,36,2024/3/6 9:31
1274,小型汽车,蓝色,高速K132+50M方向1,小型轿车,63,2024/3/6 9:31
352,小型汽车,蓝色,高速K132+50M方向1,小型轿车,73,2024/3/6 9:31
380,小型汽车,蓝色,高速K132+50M方向1,小型轿车,77,2024/3/6 9:31
1276,小型汽车,蓝色,高速K209+820M方向1,小型轿车,83,2024/3/6 9:31
1279,小型汽车,蓝色,高速K132+50M方向1,小型轿车,64,2024/3/6 9:31
1280,小型汽车,蓝色,高速K209+820M方向2,小型轿车,53,2024/3/6 9:31
1281,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,78,2024/3/6 9:31
1283,大型汽车,黄色,高速K209+820M方向2,重型普通货车,43,2024/3/6 9:32
300,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 9:32
1290,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 9:32
1293,大型汽车,黄色,高速K209+820M方向2,重型普通货车,59,2024/3/6 9:32
152,大型汽车,黄色,高速K132+50M方向2,重型普通货车,34,2024/3/6 9:32
578,大型汽车,黄色,高速K164+750M方向2,重型普通货车,63,2024/3/6 9:32
1295,大型汽车,黄色,高速K132+50M方向2,重型普通货车,27,2024/3/6 9:32
805,大型汽车,黄色,高速K132+50M方向2,重型普通货车,30,2024/3/6 9:32
0,无法识别,其它颜色,高速K132+50M方向2,其它,28,2024/3/6 9:32
1282,小型汽车,蓝色,高速K132+50M方向1,小型轿车,79,2024/3/6 9:32
718,小型汽车,蓝色,高速K164+750M方向1,小型轿车,71,2024/3/6 9:32
456,小型汽车,蓝色,高速K132+50M方向1,小型轿车,71,2024/3/6 9:32
759,小型汽车,蓝色,高速K164+750M方向1,小型轿车,66,2024/3/6 9:32
382,小型汽车,蓝色,高速K132+50M方向1,小型轿车,67,2024/3/6 9:32
1284,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 9:32
799,小型汽车,蓝色,高速K164+750M方向1,小型轿车,65,2024/3/6 9:32
1285,小型汽车,蓝色,高速K132+50M方向2,小型轿车,77,2024/3/6 9:32
1286,小型汽车,蓝色,高速K132+50M方向1,小型轿车,64,2024/3/6 9:32
823,小型汽车,蓝色,高速K164+750M方向1,小型轿车,78,2024/3/6 9:32
583,小型汽车,蓝色,高速K164+750M方向1,小型轿车,74,2024/3/6 9:32
553,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,56,2024/3/6 9:32
1288,小型汽车,蓝色,高速K209+820M方向1,小型轿车,79,2024/3/6 9:32
1289,小型汽车,蓝色,高速K132+50M方向1,小型轿车,68,2024/3/6 9:32
1291,小型汽车,蓝色,高速K132+50M方向1,小型轿车,60,2024/3/6 9:32
1292,小型汽车,蓝色,高速K132+50M方向1,小型轿车,61,2024/3/6 9:32
1294,小型汽车,蓝色,高速K209+820M方向2,小型轿车,68,2024/3/6 9:32
1287,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,59,2024/3/6 9:32
1298,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 9:33
1299,大型汽车,黄色,高速K209+820M方向2,重型普通货车,52,2024/3/6 9:33
1302,大型汽车,黄色,高速K209+820M方向2,重型普通货车,57,2024/3/6 9:33
1303,大型汽车,黄色,高速K132+50M方向2,重型普通货车,26,2024/3/6 9:33
1306,大型汽车,黄色,高速K209+820M方向1,重型普通货车,67,2024/3/6 9:33
1307,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 9:33
1310,大型汽车,黄色,高速K164+750M方向2,大型普通客车,50,2024/3/6 9:33
1311,大型汽车,黄色,高速K209+820M方向2,重型普通货车,59,2024/3/6 9:33
1312,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 9:33
1313,大型汽车,黄色,高速K209+820M方向2,重型普通货车,52,2024/3/6 9:33
472,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 9:33
0,无法识别,其它颜色,高速K132+50M方向2,其它,25,2024/3/6 9:33
0,无法识别,其它颜色,高速K132+50M方向2,其它,54,2024/3/6 9:33
0,无法识别,其它颜色,高速K132+50M方向2,其它,63,2024/3/6 9:33
1296,小型汽车,蓝色,高速K132+50M方向1,小型轿车,61,2024/3/6 9:33
1300,小型汽车,蓝色,高速K209+820M方向1,轻型普通货车,70,2024/3/6 9:33
1301,小型汽车,蓝色,高速K132+50M方向1,小型轿车,58,2024/3/6 9:33
1304,小型汽车,蓝色,高速K132+50M方向1,小型轿车,62,2024/3/6 9:33
1305,小型汽车,蓝色,高速K132+50M方向1,小型轿车,58,2024/3/6 9:33
1309,小型汽车,蓝色,高速K209+820M方向1,小型轿车,54,2024/3/6 9:33
914,小型汽车,蓝色,高速K164+750M方向1,小型轿车,86,2024/3/6 9:33
1314,小型汽车,蓝色,高速K132+50M方向2,小型轿车,64,2024/3/6 9:33
1297,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,65,2024/3/6 9:33
1308,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,77,2024/3/6 9:33
168,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 9:34
1317,大型汽车,黄色,高速K209+820M方向2,大型普通客车,57,2024/3/6 9:34
1320,大型汽车,黄色,高速K209+820M方向2,重型普通货车,52,2024/3/6 9:34
1321,大型汽车,黄色,高速K209+820M方向2,重型普通货车,51,2024/3/6 9:34
860,小型汽车,蓝色,高速K164+750M方向1,小型轿车,73,2024/3/6 9:34
852,小型汽车,蓝色,高速K164+750M方向1,小型轿车,70,2024/3/6 9:34
351,小型汽车,蓝色,高速K164+750M方向2,小型轿车,60,2024/3/6 9:34
1315,小型汽车,蓝色,高速K132+50M方向2,小型轿车,58,2024/3/6 9:34
1316,小型汽车,蓝色,高速K132+50M方向1,小型轿车,65,2024/3/6 9:34
1318,小型汽车,蓝色,高速K132+50M方向2,轻型普通货车,60,2024/3/6 9:34
1319,小型汽车,蓝色,高速K132+50M方向1,小型轿车,75,2024/3/6 9:34
866,小型汽车,蓝色,高速K164+750M方向1,小型轿车,63,2024/3/6 9:34
857,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,75,2024/3/6 9:34
322,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 9:35
1322,大型汽车,黄色,高速K209+820M方向2,重型普通货车,49,2024/3/6 9:35
628,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 9:35
1324,大型汽车,黄色,高速K209+820M方向2,重型普通货车,55,2024/3/6 9:35
344,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 9:35
346,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 9:35
1325,大型汽车,黄色,高速K209+820M方向2,重型普通货车,67,2024/3/6 9:35
1323,小型汽车,蓝色,高速K209+820M方向2,小型轿车,54,2024/3/6 9:35
1328,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 9:36
1329,大型汽车,黄色,高速K209+820M方向2,重型普通货车,60,2024/3/6 9:36
178,大型汽车,黄色,高速K164+750M方向2,重型普通货车,40,2024/3/6 9:36
1326,小型汽车,蓝色,高速K209+820M方向1,小型轿车,80,2024/3/6 9:36
726,小型汽车,蓝色,高速K164+750M方向1,小型轿车,75,2024/3/6 9:36
786,小型汽车,蓝色,高速K164+750M方向1,小型轿车,68,2024/3/6 9:36
806,小型汽车,蓝色,高速K164+750M方向1,小型轿车,65,2024/3/6 9:36
1330,小型汽车,蓝色,高速K209+820M方向1,小型轿车,60,2024/3/6 9:36
1327,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,74,2024/3/6 9:36
905,小型新能源汽车,绿色,高速K164+750M方向1,小型轿车,82,2024/3/6 9:36
642,大型汽车,黄色,高速K164+750M方向2,重型普通货车,66,2024/3/6 9:37
695,大型汽车,黄色,高速K164+750M方向2,重型普通货车,68,2024/3/6 9:37
1334,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 9:37
1335,大型汽车,黄色,高速K209+820M方向2,重型普通货车,40,2024/3/6 9:37
1336,大型汽车,黄色,高速K209+820M方向2,重型普通货车,45,2024/3/6 9:37
1337,大型汽车,黄色,高速K209+820M方向2,重型普通货车,52,2024/3/6 9:37
1338,大型汽车,黄色,高速K164+750M方向2,重型普通货车,63,2024/3/6 9:37
931,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 9:37
1331,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,39,2024/3/6 9:37
1332,小型汽车,蓝色,高速K209+820M方向1,小型轿车,72,2024/3/6 9:37
1333,小型汽车,蓝色,高速K209+820M方向1,小型轿车,67,2024/3/6 9:37
940,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 9:37
1340,小型汽车,蓝色,高速K209+820M方向1,小型轿车,82,2024/3/6 9:37
1341,小型汽车,蓝色,高速K209+820M方向2,小型轿车,67,2024/3/6 9:37
1339,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,64,2024/3/6 9:37
1343,大型汽车,黄色,高速K209+820M方向2,重型普通货车,49,2024/3/6 9:38
569,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 9:38
1345,大型汽车,黄色,高速K209+820M方向2,大型普通客车,43,2024/3/6 9:38
879,小型汽车,蓝色,高速K164+750M方向1,小型轿车,70,2024/3/6 9:38
1342,小型汽车,蓝色,高速K209+820M方向2,小型轿车,52,2024/3/6 9:38
1344,小型汽车,蓝色,高速K209+820M方向1,小型轿车,73,2024/3/6 9:38
423,小型汽车,蓝色,高速K164+750M方向1,小型轿车,74,2024/3/6 9:38
1346,小型汽车,蓝色,高速K209+820M方向2,小型轿车,56,2024/3/6 9:38
1347,小型汽车,蓝色,高速K209+820M方向1,小型轿车,71,2024/3/6 9:38
1348,小型汽车,蓝色,高速K209+820M方向2,小型轿车,56,2024/3/6 9:38
1349,小型汽车,蓝色,高速K209+820M方向2,小型轿车,73,2024/3/6 9:38
1350,小型汽车,蓝色,高速K209+820M方向1,小型轿车,65,2024/3/6 9:38
1351,大型汽车,黄色,高速K209+820M方向2,重型普通货车,52,2024/3/6 9:39
1352,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 9:39
1353,大型汽车,黄色,高速K209+820M方向2,大型普通客车,56,2024/3/6 9:39
1356,大型汽车,黄色,高速K209+820M方向2,重型普通货车,27,2024/3/6 9:39
1360,大型汽车,黄色,高速K209+820M方向2,重型普通货车,61,2024/3/6 9:39
0,无法识别,其它颜色,高速K209+820M方向2,其它,52,2024/3/6 9:39
0,无法识别,其它颜色,高速K209+820M方向2,其它,55,2024/3/6 9:39
1354,小型汽车,蓝色,高速K209+820M方向1,小型轿车,52,2024/3/6 9:39
1355,小型汽车,蓝色,高速K209+820M方向1,小型轿车,61,2024/3/6 9:39
1357,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 9:39
1358,小型汽车,蓝色,高速K209+820M方向2,小型轿车,47,2024/3/6 9:39
1359,小型汽车,蓝色,高速K209+820M方向1,小型轿车,66,2024/3/6 9:39
1361,小型汽车,蓝色,高速K209+820M方向2,小型轿车,79,2024/3/6 9:39
1362,小型汽车,蓝色,高速K209+820M方向2,小型轿车,66,2024/3/6 9:40
1363,小型汽车,蓝色,高速K209+820M方向1,小型轿车,71,2024/3/6 9:40
1364,小型汽车,蓝色,高速K209+820M方向1,小型轿车,72,2024/3/6 9:40
1365,小型汽车,蓝色,高速K209+820M方向2,小型轿车,46,2024/3/6 9:40
